nom,etablissement,Date,adresse,commune,prix,coordonnees,prix min,prix max,prix unique,prix moyen,date datetime,heure
Stravinsky : Petrouchka,Maison de la Radio et de la Musique,Samedi 16 Mars  20h00,"116 avenue du Président Kennedy, Paris, France",Paris 16e,unknown,"(2.279529, 48.852149)",,,unknown,unknown,2024-03-16 20:00:00,20h00
Orchestre Les Violons de France et Cécile Besnard,Église de la Madeleine,Samedi 16 Mars  20h00,"Place de la Madeleine, Paris, France",Paris 8e,22-33 €,"(2.324455, 48.870062)",22.0,33.0,,27.5,2024-03-16 20:00:00,20h00
Orchestre Hélios et Glen Rouxel,Église Saint-Germain-des-Prés,Samedi 16 Mars  20h45,"Place Saint-Germain des Prés, Paris, France",Paris 6e,22-44 €,"(2.333399, 48.854182)",22.0,44.0,,33.0,2024-03-16 20:45:00,20h45
Benjamin Grosvenor,Théâtre des Champs-Élysées,Dimanche 17 Mars  11h00,"15 avenue Montaigne, Paris, France",Paris 8e,16-28 €,"(2.303279, 48.865672)",16.0,28.0,,22.0,2024-03-17 11:00:00,11h00
« La Walkyrie » de Wagner,Opéra royal - Château de Versailles,Dimanche 17 Mars  15h00,"Place d'Armes entrée par la Grille d'Honneur, Paris, France",Versailles,unknown,"(2.352558, 48.881934)",,,unknown,unknown,2024-03-17 15:00:00,15h00
Umberto Realino,Chapelle Saint-Rémi,Dimanche 17 Mars  16h00,"28 rue de Charenton, Paris, France",Paris 12e,unknown,"(2.372224, 48.851262)",,,unknown,unknown,2024-03-17 16:00:00,16h00
"Mariko Akimoto, Henry Wyld et Armelle Choquard",Chapelle de l'Hôpital Lariboisière,Dimanche 17 Mars  16h00,"2 rue Ambroise Paré, Paris, France",Paris 10e,unknown,"(2.353763, 48.881901)",,,unknown,unknown,2024-03-17 16:00:00,16h00
Timothée Marcel et Elio di Tanna,Église Saint-Éphrem,Dimanche 17 Mars  17h00,"17 rue des Carmes, Paris, France",Paris 5e,16-25 €,"(2.347335, 48.848424)",16.0,25.0,,20.5,2024-03-17 17:00:00,17h00
Daniel Propper,Fondation de l'Allemagne – Maison Heinrich Heine - Cité Internationale Universitaire,Dim 17 Mars  17h00,"27 boulevard Jourdan, Paris, France",Paris 14e,unknown,"(2.337324, 48.820425)",,,unknown,unknown,2024-03-17 17:00:00,17h00
Orane Donnadieu,Église Saint-Éphrem,Lundi 18 Mars  19h30,"17 rue des Carmes, Paris, France",Paris 5e,16-25 €,"(2.347335, 48.848424)",16.0,25.0,,20.5,2024-03-18 19:30:00,19h30
Bach : Passion selon saint Jean,Grande salle Pierre Boulez - Philharmonie de Paris,Lundi 18 Mars  20h00,"221 avenue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)",,,unknown,unknown,2024-03-18 20:00:00,20h00
Beethoven : L'Empereur,Opéra royal - Château de Versailles,Lundi 18 Mars  20h00,"Place d'Armes entrée par la Grille d'Honneur, Paris, France",Versailles,unknown,"(2.352558, 48.881934)",,,unknown,unknown,2024-03-18 20:00:00,20h00
Julie Fuchs et Alphonse Cemin,Athénée Théâtre Louis-Jouvet,Lundi 18 Mars  20h00,"7 rue Boudreau Square de l'Opéra Louis-Jouvet, Paris, France",Paris 9e,24-31 €,"(2.329072, 48.87183)",24.0,31.0,,27.5,2024-03-18 20:00:00,20h00
Elio di Tanna,Église Saint-Éphrem,Mercredi 20 Mars  19h30,"17 rue des Carmes, Paris, France",Paris 5e,16-25 €,"(2.347335, 48.848424)",16.0,25.0,,20.5,2024-03-20 19:30:00,19h30
Orchestre de chambre de Paris et Nicolas Altstaedt,Théâtre des Champs-Élysées,Mercredi 20 Mars  20h00,"15 avenue Montaigne, Paris, France",Paris 8e,15-52 €,"(2.303279, 48.865672)",15.0,52.0,,33.5,2024-03-20 20:00:00,20h00
Chœur Éphata,Église Saint-Roch,Mercredi 20 Mars  20h30,"296 rue Saint-Honoré, Paris, France",Paris 1er,unknown,"(2.332239, 48.864954)",,,unknown,unknown,2024-03-20 20:30:00,20h30
Orchestre du CRR de Paris et Aristo Sham,Salle Gaveau,Mercredi 20 Mars  20h30,"45 rue La Boétie, Paris, France",Paris 8e,unknown,"(2.314195, 48.873528)",,,unknown,unknown,2024-03-20 20:30:00,20h30
« La Damnation de Faust » de Berlioz,Théâtre des Champs-Élysées,Jeudi 21 Mars  19h30,"15 avenue Montaigne, Paris, France",Paris 8e,unknown,"(2.303279, 48.865672)",,,unknown,unknown,2024-03-21 19:30:00,19h30
Orchestre de la Musique de l'Air et de l'Espace et Paul Meyer,Cathédrale Saint-Louis-des-Invalides - Hôtel National des Invalides,Jeudi 21 Mars  20h00,"129 rue de Grenelle Hôtel National des Invalides, Paris, France",Paris 7e,unknown,"(2.312894, 48.85819)",,,unknown,unknown,2024-03-21 20:00:00,20h00
Maxime Sauze,Église Saint-Éphrem,Jeudi 21 Mars  20h00,"17 rue des Carmes, Paris, France",Paris 5e,16-25 €,"(2.347335, 48.848424)",16.0,25.0,,20.5,2024-03-21 20:00:00,20h00
Bach : Passion selon saint Matthieu,Théâtre des Champs-Élysées,Vendredi 22 Mars  19h30,"15 avenue Montaigne, Paris, France",Paris 8e,unknown,"(2.303279, 48.865672)",,,unknown,unknown,2024-03-22 19:30:00,19h30
Maestro !,Opéra Comique,Vendredi 22 Mars  19h30,"1 place Boïeldieu, Paris, France",Paris 2e,unknown,"(2.337655, 48.870671)",,,unknown,unknown,2024-03-22 19:30:00,19h30
Czech Philharmonic et Pablo Ferrández,Grande salle Pierre Boulez - Philharmonie de Paris,Vendredi 22 Mars  20h00,"221 avenue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)",,,unknown,unknown,2024-03-22 20:00:00,20h00
Salon Poulenc,Amphithéâtre - Cité de la Musique-Philharmonie,Vendredi 22 Mars  20h00,"221 avenue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)",,,unknown,unknown,2024-03-22 20:00:00,20h00
Concerto contre piano et orchestre,Athénée Théâtre Louis-Jouvet,Vendredi 22 Mars  20h00,"7 rue Boudreau Square de l'Opéra Louis-Jouvet, Paris, France",Paris 9e,15-40 €,"(2.329072, 48.87183)",15.0,40.0,,27.5,2024-03-22 20:00:00,20h00
Concerto contre piano et orchestre,Athénée Théâtre Louis-Jouvet, Samedi 23 Mars  20h00,"7 rue Boudreau Square de l'Opéra Louis-Jouvet, Paris, France",Paris 9e,15-40 €,"(2.329072, 48.87183)",15.0,40.0,,27.5,2024-03-23 20:00:00,20h00
Concerto contre piano et orchestre,Athénée Théâtre Louis-Jouvet, Dimanche 24 Mars  16h00,"7 rue Boudreau Square de l'Opéra Louis-Jouvet, Paris, France",Paris 9e,15-40 €,"(2.329072, 48.87183)",15.0,40.0,,27.5,2024-03-24 16:00:00,16h00
America !,Maison de la Radio et de la Musique,Vendredi 22 Mars  20h00,"116 avenue du Président Kennedy, Paris, France",Paris 16e,unknown,"(2.279529, 48.852149)",,,unknown,unknown,2024-03-22 20:00:00,20h00
Pascal Mantin,Église Saint-Éphrem,Vendredi 22 Mars  20h00,"17 rue des Carmes, Paris, France",Paris 5e,16-25 €,"(2.347335, 48.848424)",16.0,25.0,,20.5,2024-03-22 20:00:00,20h00
Orchestre Hélios et Chœur Hélios éphémère,Église Saint-Louis-en-l'Île,Ven 22 Mars  20h45,"19 bis rue Saint-Louis-en-l'Île, Paris, France",Paris 4e,22-44 €,"(2.357978, 48.85127)",22.0,44.0,,33.0,2024-03-22 20:45:00,20h45
Légendes,Grande salle Pierre Boulez - Philharmonie de Paris,Samedi 23 Mars  15h00,"221 avenue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)",,,unknown,unknown,2024-03-23 15:00:00,15h00
Thibaut Maudry et Adrien Polycarpe,Église Saint-Éphrem,Samedi 23 Mars  18h00,"17 rue des Carmes, Paris, France",Paris 5e,16-25 €,"(2.347335, 48.848424)",16.0,25.0,,20.5,2024-03-23 18:00:00,18h00
Bach : cantates,Chapelle royale - Château de Versailles,Samedi 23 Mars  19h00,"Place d'Armes entrée par la Grille d'Honneur, Paris, France",Versailles,71-115 €,"(2.352558, 48.881934)",71.0,115.0,,93.0,2024-03-23 19:00:00,19h00
Les grandes voix lyriques d’Afrique,Théâtre des Champs-Élysées,Samedi 23 Mars  20h00,"15 avenue Montaigne, Paris, France",Paris 8e,unknown,"(2.303279, 48.865672)",,,unknown,unknown,2024-03-23 20:00:00,20h00
Czech Philharmonic et Bertrand Chamayou ,Grande salle Pierre Boulez - Philharmonie de Paris,Samedi 23 Mars  20h00,"221 avenue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)",,,unknown,unknown,2024-03-23 20:00:00,20h00
Voyage au pays de Maurice Ravel,Opéra Comique,Samedi 23 Mars  20h00,"1 place Boïeldieu, Paris, France",Paris 2e,unknown,"(2.337655, 48.870671)",,,unknown,unknown,2024-03-23 20:00:00,20h00
Orchestre Les Violons de France et Cécile Besnard,Église de la Madeleine,Samedi 23 Mars  20h00,"Place de la Madeleine, Paris, France",Paris 8e,22-33 €,"(2.324455, 48.870062)",22.0,33.0,,27.5,2024-03-23 20:00:00,20h00
"Orchestre national d'Île-de-France, Shani Diluka et Séphora Pondi",Le POC,Samedi 23 Mars  20h30,"Parvis des Arts, Paris, France",Alfortville,19-24 €,"(2.358954, 48.857884)",19.0,24.0,,21.5,2024-03-23 20:30:00,20h30
Orchestre Hélios et Glen Rouxel,Église Saint-Germain-des-Prés,Samedi 23 Mars  20h45,"Place Saint-Germain des Prés, Paris, France",Paris 6e,22-44 €,"(2.333399, 48.854182)",22.0,44.0,,33.0,2024-03-23 20:45:00,20h45
Les Matins du National,Maison de la Radio et de la Musique,Dimanche 24 Mars  11h00,"116 avenue du Président Kennedy, Paris, France",Paris 16e,unknown,"(2.279529, 48.852149)",,,unknown,unknown,2024-03-24 11:00:00,11h00
Haendel : Israël en Égypte,Chapelle royale - Château de Versailles,Dimanche 24 Mars  15h00,"Place d'Armes entrée par la Grille d'Honneur, Paris, France",Versailles,117-149 €,"(2.352558, 48.881934)",117.0,149.0,,133.0,2024-03-24 15:00:00,15h00
Renaud Capuçon et Alexandre Kantorow,Grande salle Pierre Boulez - Philharmonie de Paris,Dimanche 24 Mars  16h00,"221 avenue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)",,,unknown,unknown,2024-03-24 16:00:00,16h00
Remi Masunaga,Église Saint-Éphrem,Dimanche 24 Mars  16h30,"17 rue des Carmes, Paris, France",Paris 5e,16-25 €,"(2.347335, 48.848424)",16.0,25.0,,20.5,2024-03-24 16:30:00,16h30
Josquin Otal,La Scala Paris,Dimanche 24 Mars  17h00,"13 boulevard de Strasbourg, Paris, France",Paris 10e,unknown,"(2.354572, 48.870299)",,,unknown,unknown,2024-03-24 17:00:00,17h00
Violette Erhart,Comédie Nation,Dimanche 24 Mars  19h00,"77 rue de Montreuil, Paris, France",Paris 11e,16-22 €,"(2.431276, 48.85716)",16.0,22.0,,19.0,2024-03-24 19:00:00,19h00
Le Chevalier de Saint-George,Grand Salon du Musée de l'Armée - Musée de l'Armée,Lundi 25 Mars  12h15,"129 rue de Grenelle, Paris, France",Paris 7e,unknown,"(2.312894, 48.85819)",,,unknown,unknown,2024-03-25 12:15:00,12h15
Les Siècles,Théâtre des Champs-Élysées,Lundi 25 Mars  14h00,"15 avenue Montaigne, Paris, France",Paris 8e,unknown,"(2.303279, 48.865672)",,,unknown,unknown,2024-03-25 14:00:00,14h00
"Les Siècles, Marie-Nicole Lemieux et Andrew Staples",Théâtre des Champs-Élysées,Lundi 25 Mars  20h00,"15 avenue Montaigne, Paris, France",Paris 8e,24-61 €,"(2.303279, 48.865672)",24.0,61.0,,42.5,2024-03-25 20:00:00,20h00
Les Immortels,Grande salle Pierre Boulez - Philharmonie de Paris,Lundi 25 Mars  20h00,"221 avenue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)",,,unknown,unknown,2024-03-25 20:00:00,20h00
Florestan vs Eusebius,Théâtre des Bouffes du Nord,Lundi 25 Mars  20h00,"37 bis bd de la Chapelle, Paris, France",Paris 10e,unknown,"(2.358623, 48.884177)",,,unknown,unknown,2024-03-25 20:00:00,20h00
Natasha Kadyrova,Église Saint-Éphrem,Lundi 25 Mars  20h00,"17 rue des Carmes, Paris, France",Paris 5e,16-25 €,"(2.347335, 48.848424)",16.0,25.0,,20.5,2024-03-25 20:00:00,20h00
Alexander Gadjiev,Salle Gaveau,Lundi 25 Mars  20h30,"45 rue La Boétie, Paris, France",Paris 8e,unknown,"(2.314195, 48.873528)",,,unknown,unknown,2024-03-25 20:30:00,20h30
« Atys » de Lully,Théâtre des Champs-Élysées,Mardi 26 Mars  19h30,"15 avenue Montaigne, Paris, France",Paris 8e,28-89 €,"(2.303279, 48.865672)",28.0,89.0,,58.5,2024-03-26 19:30:00,19h30
Adrien Polycarpe,Église Saint-Éphrem,Mardi 26 Mars  19h30,"17 rue des Carmes, Paris, France",Paris 5e,16-25 €,"(2.347335, 48.848424)",16.0,25.0,,20.5,2024-03-26 19:30:00,19h30
Jubilé du National,Grande salle Pierre Boulez - Philharmonie de Paris,Mardi 26 Mars  20h00,"221 avenue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)",,,unknown,unknown,2024-03-26 20:00:00,20h00
Bach : Passion selon saint Jean,Auditorium Patrick Devedjian - La Seine Musicale,Mardi 26 Mars  20h00,"1 île Seguin, Paris, France",Boulogne-Billancourt,unknown,"(2.365269, 48.891683)",,,unknown,unknown,2024-03-26 20:00:00,20h00
Simon Ghraichy et Marc-André,Salle Gaveau,Mardi 26 Mars  20h30,"45 rue La Boétie, Paris, France",Paris 8e,unknown,"(2.314195, 48.873528)",,,unknown,unknown,2024-03-26 20:30:00,20h30
Nikolaï Lugansky,Théâtre des Champs-Élysées,Mercredi 27 Mars  20h00,"15 avenue Montaigne, Paris, France",Paris 8e,26-70 €,"(2.303279, 48.865672)",26.0,70.0,,48.0,2024-03-27 20:00:00,20h00
Concerto contre piano et orchestre,Athénée Théâtre Louis-Jouvet,Mercredi 27 Mars  20h00,"7 rue Boudreau Square de l'Opéra Louis-Jouvet, Paris, France",Paris 9e,15-40 €,"(2.329072, 48.87183)",15.0,40.0,,27.5,2024-03-27 20:00:00,20h00
Concerto contre piano et orchestre,Athénée Théâtre Louis-Jouvet, Jeudi 28 Mars  20h00,"7 rue Boudreau Square de l'Opéra Louis-Jouvet, Paris, France",Paris 9e,15-40 €,"(2.329072, 48.87183)",15.0,40.0,,27.5,2024-03-28 20:00:00,20h00
Concerto contre piano et orchestre,Athénée Théâtre Louis-Jouvet, Vendredi 29 Mars  20h00,"7 rue Boudreau Square de l'Opéra Louis-Jouvet, Paris, France",Paris 9e,15-40 €,"(2.329072, 48.87183)",15.0,40.0,,27.5,2024-03-29 20:00:00,20h00
Orane Donnadieu,Église Saint-Éphrem,Mercredi 27 Mars  20h00,"17 rue des Carmes, Paris, France",Paris 5e,16-25 €,"(2.347335, 48.848424)",16.0,25.0,,20.5,2024-03-27 20:00:00,20h00
Couperin : Leçons de Ténèbres,Chapelle royale - Château de Versailles,Mercredi 27 Mars  21h00,"Place d'Armes entrée par la Grille d'Honneur, Paris, France",Versailles,71-115 €,"(2.352558, 48.881934)",71.0,115.0,,93.0,2024-03-27 21:00:00,21h00
Matthias Goerne et Evgeny Kissin,Théâtre des Champs-Élysées,Jeudi 28 Mars  20h00,"15 avenue Montaigne, Paris, France",Paris 8e,unknown,"(2.303279, 48.865672)",,,unknown,unknown,2024-03-28 20:00:00,20h00
"Bach, de l'abîme à la lumière",Auditorium Patrick Devedjian - La Seine Musicale,Jeudi 28 Mars  20h00,"1 île Seguin, Paris, France",Boulogne-Billancourt,unknown,"(2.365269, 48.891683)",,,unknown,unknown,2024-03-28 20:00:00,20h00
"Bach, de l'abîme à la lumière",Auditorium Patrick Devedjian - La Seine Musicale, Vendredi 29 Mars  19h30,"1 île Seguin, Paris, France",Boulogne-Billancourt,unknown,"(2.365269, 48.891683)",,,unknown,unknown,2024-03-29 19:30:00,19h30
Beethoven : Symphonie n°3,Maison de la Radio et de la Musique,Jeudi 28 Mars  20h00,"116 avenue du Président Kennedy, Paris, France",Paris 16e,unknown,"(2.279529, 48.852149)",,,unknown,unknown,2024-03-28 20:00:00,20h00
Wagner : Le Ring sans paroles,Maison de la Radio et de la Musique,Vendredi 29 Mars  20h00,"116 avenue du Président Kennedy, Paris, France",Paris 16e,unknown,"(2.279529, 48.852149)",,,unknown,unknown,2024-03-29 20:00:00,20h00
Jonathan Dunford et Jérôme Chaboseau,Espace Jules Vallès,Vendredi 29 Mars  20h00,"72 avenue Félix Faure, Paris, France",Paris 15e,unknown,"(2.285064, 48.840074)",,,unknown,unknown,2024-03-29 20:00:00,20h00
Orchestre Hélios et Glen Rouxel,Église Saint-Germain-des-Prés,Vendredi 29 Mars  20h45,"Place Saint-Germain des Prés, Paris, France",Paris 6e,22-44 €,"(2.333399, 48.854182)",22.0,44.0,,33.0,2024-03-29 20:45:00,20h45
Stabat Mater pour deux castrats,Chapelle royale - Château de Versailles,Vendredi 29 Mars  21h00,"Place d'Armes entrée par la Grille d'Honneur, Paris, France",Versailles,unknown,"(2.352558, 48.881934)",,,unknown,unknown,2024-03-29 21:00:00,21h00
Adrien Polycarpe,Église Saint-Éphrem,Samedi 30 Mars  16h30,"17 rue des Carmes, Paris, France",Paris 5e,16-25 €,"(2.347335, 48.848424)",16.0,25.0,,20.5,2024-03-30 16:30:00,16h30
Bach : Passion selon saint Jean,Chapelle royale - Château de Versailles,Samedi 30 Mars  19h00,"Place d'Armes entrée par la Grille d'Honneur, Paris, France",Versailles,100-139 €,"(2.352558, 48.881934)",100.0,139.0,,119.5,2024-03-30 19:00:00,19h00
Bach : Passion selon saint Jean,Chapelle royale - Château de Versailles, Dimanche 31 Mars  15h00,"Place d'Armes entrée par la Grille d'Honneur, Paris, France",Versailles,100-139 €,"(2.352558, 48.881934)",100.0,139.0,,119.5,2024-03-31 15:00:00,15h00
Magdalena Rebacz,Église Saint-Éphrem,Samedi 30 Mars  19h00,"17 rue des Carmes, Paris, France",Paris 5e,16-25 €,"(2.347335, 48.848424)",16.0,25.0,,20.5,2024-03-30 19:00:00,19h00
Jubilé du National,Maison de la Radio et de la Musique,Samedi 30 Mars  20h00,"116 avenue du Président Kennedy, Paris, France",Paris 16e,unknown,"(2.279529, 48.852149)",,,unknown,unknown,2024-03-30 20:00:00,20h00
Timothée Marcel et Elio di Tanna,Église Saint-Éphrem,Dimanche 31 Mars  18h00,"17 rue des Carmes, Paris, France",Paris 5e,16-25 €,"(2.347335, 48.848424)",16.0,25.0,,20.5,2024-03-31 18:00:00,18h00
Orchestre Les Violons de France et Cécile Besnard,Église de la Madeleine,Dimanche 31 Mars  20h00,"Place de la Madeleine, Paris, France",Paris 8e,22-33 €,"(2.324455, 48.870062)",22.0,33.0,,27.5,2024-03-31 20:00:00,20h00
Orchestre de l'Opéra national de Paris,Grande salle Pierre Boulez - Philharmonie de Paris,Mardi 2 Avril  20h00,"221 avenue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)",,,unknown,unknown,2024-04-02 20:00:00,20h00
Variations romantiques,Amphithéâtre - Cité de la Musique-Philharmonie,Mardi 2 Avril  20h00,"221 avenue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)",,,unknown,unknown,2024-04-02 20:00:00,20h00
"Orchestre de Paris, David Gaillard et Pascal Moraguès",Grande salle Pierre Boulez - Philharmonie de Paris,Mercredi 3 Avril  20h00,"221 avenue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)",,,unknown,unknown,2024-04-03 20:00:00,20h00
"Orchestre de Paris, David Gaillard et Pascal Moraguès",Grande salle Pierre Boulez - Philharmonie de Paris, Jeudi 4 Avril  20h00,"221 avenue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)",,,unknown,unknown,2024-04-04 20:00:00,20h00
"Patricia Petibon, magicienne baroque",Auditorium Patrick Devedjian - La Seine Musicale,Jeudi 4 Avril  20h00,"1 île Seguin, Paris, France",Boulogne-Billancourt,unknown,"(2.365269, 48.891683)",,,unknown,unknown,2024-04-04 20:00:00,20h00
Joutes de violon et de violoncelle,Cathédrale Saint-Louis-des-Invalides - Hôtel National des Invalides,Jeudi 4 Avril  20h00,"129 rue de Grenelle Hôtel National des Invalides, Paris, France",Paris 7e,unknown,"(2.312894, 48.85819)",,,unknown,unknown,2024-04-04 20:00:00,20h00
Fauré : Requiem,Grande salle Pierre Boulez - Philharmonie de Paris,Vendredi 5 Avril  20h00,"221 avenue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)",,,unknown,unknown,2024-04-05 20:00:00,20h00
Secret d'instrument,Musée de la Musique - Cité de la Musique-Philharmonie,Samedi 6 Avril  15h30,"221 avenue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)",,,unknown,unknown,2024-04-06 15:30:00,15h30
Bach : Messe en si,Chapelle royale - Château de Versailles,Samedi 6 Avril  19h00,"Place d'Armes entrée par la Grille d'Honneur, Paris, France",Versailles,unknown,"(2.352558, 48.881934)",,,unknown,unknown,2024-04-06 19:00:00,19h00
Orchestre Hélios et Glen Rouxel,Église de la Madeleine,Samedi 6 Avril  20h45,"Place de la Madeleine, Paris, France",Paris 8e,22-44 €,"(2.324455, 48.870062)",22.0,44.0,,33.0,2024-04-06 20:45:00,20h45
Grigory Sokolov,Théâtre des Champs-Élysées,Lundi 8 Avril  20h00,"15 avenue Montaigne, Paris, France",Paris 8e,unknown,"(2.303279, 48.865672)",,,unknown,unknown,2024-04-08 20:00:00,20h00
L'histoire du porte-étendard Rilke,Cathédrale Saint-Louis-des-Invalides - Hôtel National des Invalides,Lundi 8 Avril  20h00,"129 rue de Grenelle Hôtel National des Invalides, Paris, France",Paris 7e,unknown,"(2.312894, 48.85819)",,,unknown,unknown,2024-04-08 20:00:00,20h00
Opera Fuoco fête ses 20 ans,Théâtre des Champs-Élysées,Mardi 9 Avril  20h00,"15 avenue Montaigne, Paris, France",Paris 8e,28-79 €,"(2.303279, 48.865672)",28.0,79.0,,53.5,2024-04-09 20:00:00,20h00
Chorus Line #4,Maison de la Radio et de la Musique,Mardi 9 Avril  20h00,"116 avenue du Président Kennedy, Paris, France",Paris 16e,unknown,"(2.279529, 48.852149)",,,unknown,unknown,2024-04-09 20:00:00,20h00
Nobuyuki Tsujii,Théâtre des Champs-Élysées,Mercredi 10 Avril  20h00,"15 avenue Montaigne, Paris, France",Paris 8e,26-70 €,"(2.303279, 48.865672)",26.0,70.0,,48.0,2024-04-10 20:00:00,20h00
Orchestre de Paris et Chœur de l'Orchestre de Paris,Salle des concerts - Cité de la Musique-Philharmonie,Mercredi 10 Avril  20h00,"221 rue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)",,,unknown,unknown,2024-04-10 20:00:00,20h00
Siblius : Symphonies n°1 et 2,Maison de la Radio et de la Musique,Mercredi 10 Avril  20h00,"116 avenue du Président Kennedy, Paris, France",Paris 16e,unknown,"(2.279529, 48.852149)",,,unknown,unknown,2024-04-10 20:00:00,20h00
Liat Cohen,ECUJE,Mercredi 10 Avril  20h00,"119 rue La Fayette, Paris, France",Paris 10e,unknown,"(2.352993, 48.878354)",,,unknown,unknown,2024-04-10 20:00:00,20h00
Orchestre de chambre de Paris et Marie Jacquot,Théâtre des Champs-Élysées,Jeudi 11 Avril  20h00,"15 avenue Montaigne, Paris, France",Paris 8e,15-52 €,"(2.303279, 48.865672)",15.0,52.0,,33.5,2024-04-11 20:00:00,20h00
 Orchestre de Paris et solistes,Salle des concerts - Cité de la Musique-Philharmonie,Jeudi 11 Avril  20h00,"221 rue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)",,,unknown,unknown,2024-04-11 20:00:00,20h00
Siblius : Symphonies n°3 et 4,Maison de la Radio et de la Musique,Jeudi 11 Avril  20h00,"116 avenue du Président Kennedy, Paris, France",Paris 16e,unknown,"(2.279529, 48.852149)",,,unknown,unknown,2024-04-11 20:00:00,20h00
Andreï Korobeinikov,Théâtre des Champs-Élysées,Vendredi 12 Avril  20h00,"15 avenue Montaigne, Paris, France",Paris 8e,24-61 €,"(2.303279, 48.865672)",24.0,61.0,,42.5,2024-04-12 20:00:00,20h00
"Siblius : Symphonies n°5, 6 et 7",Maison de la Radio et de la Musique,Vendredi 12 Avril  20h00,"116 avenue du Président Kennedy, Paris, France",Paris 16e,unknown,"(2.279529, 48.852149)",,,unknown,unknown,2024-04-12 20:00:00,20h00
Orchestre Hélios et Chœur Hélios éphémère,Église de la Madeleine,Vendredi 12 Avril  20h45,"Place de la Madeleine, Paris, France",Paris 8e,22-44 €,"(2.324455, 48.870062)",22.0,44.0,,33.0,2024-04-12 20:45:00,20h45
Taiwan Phiharmonic Orchestra et Khatia Buniatishvili,Théâtre des Champs-Élysées,Samedi 13 Avril  20h00,"15 avenue Montaigne, Paris, France",Paris 8e,33-93 €,"(2.303279, 48.865672)",33.0,93.0,,63.0,2024-04-13 20:00:00,20h00
Orchestre Hélios et Glen Rouxel,Église Saint-Germain-des-Prés,Samedi 13 Avril  20h45,"Place Saint-Germain des Prés, Paris, France",Paris 6e,22-44 €,"(2.333399, 48.854182)",22.0,44.0,,33.0,2024-04-13 20:45:00,20h45
Elsa Dreisig et Romain Louveau,Athénée Théâtre Louis-Jouvet,Lundi 15 Avril  20h00,"7 rue Boudreau Square de l'Opéra Louis-Jouvet, Paris, France",Paris 9e,24-31 €,"(2.329072, 48.87183)",24.0,31.0,,27.5,2024-04-15 20:00:00,20h00
Carnets de là-bas,Salle des concerts - Cité de la Musique-Philharmonie,Mardi 16 Avril  20h00,"221 rue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)",,,unknown,unknown,2024-04-16 20:00:00,20h00
"Bach : Le Clavier bien tempéré, livre I",Maison de la Radio et de la Musique,Mardi 16 Avril  20h00,"116 avenue du Président Kennedy, Paris, France",Paris 16e,unknown,"(2.279529, 48.852149)",,,unknown,unknown,2024-04-16 20:00:00,20h00
Les Invalides selon les sœurs Berthollet,Cathédrale Saint-Louis-des-Invalides - Hôtel National des Invalides,Mardi 16 Avril  20h00,"129 rue de Grenelle Hôtel National des Invalides, Paris, France",Paris 7e,unknown,"(2.312894, 48.85819)",,,unknown,unknown,2024-04-16 20:00:00,20h00
Júlia Pusker,Amphithéâtre - Cité de la Musique-Philharmonie,Mercredi 17 Avril  20h00,"221 avenue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)",,,unknown,unknown,2024-04-17 20:00:00,20h00
"Bach : Le Clavier bien tempéré, livre II",Maison de la Radio et de la Musique,Mercredi 17 Avril  20h00,"116 avenue du Président Kennedy, Paris, France",Paris 16e,unknown,"(2.279529, 48.852149)",,,unknown,unknown,2024-04-17 20:00:00,20h00
Sebastian Heindl,Amphithéâtre - Cité de la Musique-Philharmonie,Jeudi 18 Avril  20h00,"221 avenue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)",,,unknown,unknown,2024-04-18 20:00:00,20h00
Mozart : Concerto pour violon,Maison de la Radio et de la Musique,Jeudi 18 Avril  20h00,"116 avenue du Président Kennedy, Paris, France",Paris 16e,unknown,"(2.279529, 48.852149)",,,unknown,unknown,2024-04-18 20:00:00,20h00
